schema,table,column,data_type,classification,is_pk,fk_references
marketing,failed_slot_assignment,matched_company_domain,character varying,DATA,,
marketing,failed_slot_assignment,matched_company_id,character varying,DATA,,
marketing,failed_slot_assignment,matched_company_name,character varying,DATA,,
marketing,failed_slot_assignment,person_id,character varying,CTB_PATH,,
marketing,failed_slot_assignment,resolution,character varying,DATA,,
marketing,failed_slot_assignment,resolution_notes,text,DATA,,
marketing,failed_slot_assignment,resolution_status,character varying,OPERATIONAL,,
marketing,failed_slot_assignment,resolved_at,timestamp without time zone,DATA,,
marketing,failed_slot_assignment,resolved_by,character varying,DATA,,
marketing,failed_slot_assignment,slot_type,character varying,DATA,,
marketing,failed_slot_assignment,source,character varying,DATA,,
marketing,failed_slot_assignment,source_file,character varying,DATA,,
marketing,failed_slot_assignment,title_seniority,character varying,DATA,,
marketing,failed_slot_assignment,updated_at,timestamp without time zone,AUDIT,,
marketing,marketing_ceo,company_id,uuid,DATA,,
marketing,marketing_ceo,created_at,timestamp without time zone,AUDIT,,
marketing,marketing_ceo,email,text,DATA,,
marketing,marketing_ceo,external_id,text,DATA,,
marketing,marketing_ceo,full_name,text,DATA,,
marketing,marketing_ceo,id,uuid,DATA,,
marketing,marketing_ceo,persona_type,text,DATA,,
marketing,marketing_ceo,title,text,DATA,,
marketing,marketing_cfo,company_id,uuid,DATA,,
marketing,marketing_cfo,created_at,timestamp without time zone,AUDIT,,
marketing,marketing_cfo,email,text,DATA,,
marketing,marketing_cfo,external_id,text,DATA,,
marketing,marketing_cfo,full_name,text,DATA,,
marketing,marketing_cfo,id,uuid,DATA,,
marketing,marketing_cfo,persona_type,text,DATA,,
marketing,marketing_cfo,title,text,DATA,,
marketing,marketing_hr,company_id,uuid,DATA,,
marketing,marketing_hr,created_at,timestamp without time zone,AUDIT,,
marketing,marketing_hr,email,text,DATA,,
marketing,marketing_hr,external_id,text,DATA,,
marketing,marketing_hr,full_name,text,DATA,,
marketing,marketing_hr,id,uuid,DATA,,
marketing,marketing_hr,persona_type,text,DATA,,
marketing,marketing_hr,title,text,DATA,,
marketing,people_master,company_unique_id,character varying,FK,,marketing.company_master(company_unique_id)
marketing,people_master,created_at,timestamp without time zone,AUDIT,,
marketing,people_master,email,character varying,DATA,,
marketing,people_master,email_confidence,numeric,DATA,,
marketing,people_master,email_verified,boolean,DATA,,
marketing,people_master,first_name,character varying,DATA,,
marketing,people_master,full_name,character varying,DATA,,
marketing,people_master,last_name,character varying,DATA,,
marketing,people_master,linkedin_url,character varying,DATA,,
marketing,people_master,location,character varying,DATA,,
marketing,people_master,slot_complete,boolean,OPERATIONAL,,
marketing,people_master,source,character varying,DATA,,
marketing,people_master,source_file,character varying,DATA,,
marketing,people_master,title,character varying,DATA,,
marketing,people_master,title_seniority,character varying,DATA,,
marketing,people_master,unique_id,character varying,PK,PK,
marketing,people_master,updated_at,timestamp without time zone,AUDIT,,
marketing,review_queue,company_name_raw,character varying,DATA,,
marketing,review_queue,created_at,timestamp without time zone,AUDIT,,
marketing,review_queue,full_name,character varying,DATA,,
marketing,review_queue,fuzzy_matched_company,character varying,DATA,,
marketing,review_queue,fuzzy_score,numeric,DATA,,
marketing,review_queue,job_title,character varying,DATA,,
marketing,review_queue,linkedin_url,character varying,DATA,,
marketing,review_queue,matched_company_id,character varying,DATA,,
marketing,review_queue,person_id,character varying,CTB_PATH,,
marketing,review_queue,resolution,character varying,DATA,,
marketing,review_queue,resolution_notes,text,DATA,,
marketing,review_queue,review_id,integer,PK,PK,
marketing,review_queue,review_notes,text,DATA,,
marketing,review_queue,review_reason,character varying,DATA,,
marketing,review_queue,review_status,character varying,OPERATIONAL,,
marketing,review_queue,reviewed_at,timestamp without time zone,DATA,,
marketing,review_queue,reviewed_by,character varying,DATA,,
marketing,review_queue,source,character varying,DATA,,
marketing,review_queue,source_file,character varying,DATA,,
marketing,review_queue,updated_at,timestamp without time zone,AUDIT,,
marketing,v_companies_need_enrichment,address_state,text,OPERATIONAL,,
marketing,v_companies_need_enrichment,company_name,text,DATA,,
marketing,v_companies_need_enrichment,company_unique_id,text,CTB_PATH,,
marketing,v_companies_need_enrichment,missing_ein,integer,DATA,,
marketing,v_companies_need_enrichment,missing_email_pattern,integer,DATA,,
marketing,v_companies_need_enrichment,missing_linkedin,integer,DATA,,
marketing,v_companies_need_enrichment,missing_website,integer,DATA,,
marketing,v_companies_need_enrichment,next_enrichment_needed,text,DATA,,
marketing,v_phase_stats,count,bigint,DATA,,
marketing,v_phase_stats,last_updated,timestamp without time zone,DATA,,
marketing,v_phase_stats,phase,text,DATA,,
marketing,v_phase_stats,status,text,OPERATIONAL,,
marketing,vw_error_rate_24h,critical_count,bigint,DATA,,
marketing,vw_error_rate_24h,error_count,bigint,DATA,,
marketing,vw_error_rate_24h,event_type,text,DATA,,
marketing,vw_error_rate_24h,resolution_rate_pct,numeric,DATA,,
marketing,vw_error_rate_24h,resolved_count,bigint,DATA,,
marketing,vw_error_rate_24h,total_errors,bigint,DATA,,
marketing,vw_error_rate_24h,warning_count,bigint,DATA,,
marketing,vw_health_crawl_staleness,companies_never_checked,bigint,DATA,,
marketing,vw_health_crawl_staleness,companies_stale_30d,bigint,DATA,,
marketing,vw_health_crawl_staleness,companies_total,bigint,DATA,,
marketing,vw_health_profile_staleness,contacts_never_checked,bigint,DATA,,
marketing,vw_health_profile_staleness,contacts_stale_30d,bigint,DATA,,
marketing,vw_health_profile_staleness,contacts_total,bigint,DATA,,
marketing,vw_queue_sizes,due_company_urls,bigint,DATA,,
marketing,vw_queue_sizes,due_email_rechecks,bigint,DATA,,
marketing,vw_queue_sizes,due_profile_urls,bigint,DATA,,
marketing,vw_unresolved_errors,error_count,bigint,DATA,,
marketing,vw_unresolved_errors,error_messages,ARRAY,DATA,,
marketing,vw_unresolved_errors,event_type,text,DATA,,
marketing,vw_unresolved_errors,latest_error,timestamp without time zone,DATA,,
marketing,vw_unresolved_errors,severity,text,DATA,,
outreach,appointments,address_1,character varying,DATA,,
outreach,appointments,address_2,character varying,DATA,,
outreach,appointments,appointment_id,uuid,PK,PK,
outreach,appointments,appt_date,date,DATA,,
outreach,appointments,appt_number,character varying,DATA,,
outreach,appointments,city,character varying,DATA,,
outreach,appointments,company_name,character varying,DATA,,
outreach,appointments,contact_email,character varying,DATA,,
outreach,appointments,contact_first_name,character varying,DATA,,
outreach,appointments,contact_last_name,character varying,DATA,,
outreach,appointments,contact_phone,character varying,DATA,,
outreach,appointments,contact_title,character varying,DATA,,
outreach,appointments,county,character varying,DATA,,
outreach,appointments,created_at,timestamp with time zone,AUDIT,,
outreach,appointments,domain,character varying,DATA,,
outreach,appointments,notes,text,DATA,,
outreach,appointments,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,appointments,prospect_keycode_id,bigint,DATA,,
outreach,appointments,source_file,character varying,DATA,,
outreach,appointments,state,character varying,OPERATIONAL,,
outreach,appointments,updated_at,timestamp with time zone,AUDIT,,
outreach,appointments,zip,character varying,DATA,,
outreach,bit_errors,blocking_reason,text,DATA,,
outreach,bit_errors,correlation_id,uuid,DATA,,
outreach,bit_errors,created_at,timestamp with time zone,AUDIT,,
outreach,bit_errors,error_id,uuid,PK,PK,
outreach,bit_errors,failure_code,character varying,DATA,,
outreach,bit_errors,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,bit_errors,pipeline_stage,character varying,DATA,,
outreach,bit_errors,process_id,uuid,DATA,,
outreach,bit_errors,raw_input,jsonb,DATA,,
outreach,bit_errors,retry_allowed,boolean,DATA,,
outreach,bit_errors,severity,character varying,DATA,,
outreach,bit_errors,stack_trace,text,DATA,,
outreach,bit_input_history,correlation_id,uuid,DATA,,
outreach,bit_input_history,created_at,timestamp with time zone,AUDIT,,
outreach,bit_input_history,first_seen_at,timestamp with time zone,DATA,,
outreach,bit_input_history,history_id,uuid,PK,PK,
outreach,bit_input_history,last_used_at,timestamp with time zone,DATA,,
outreach,bit_input_history,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,bit_input_history,process_id,uuid,DATA,,
outreach,bit_input_history,score_contribution,integer,DATA,,
outreach,bit_input_history,signal_fingerprint,text,DATA,,
outreach,bit_input_history,signal_payload,jsonb,DATA,,
outreach,bit_input_history,signal_type,character varying,DISCRIMINATOR,,
outreach,bit_input_history,source,character varying,DATA,,
outreach,bit_input_history,use_count,integer,DATA,,
outreach,bit_scores,blog_score,numeric,DATA,,
outreach,bit_scores,created_at,timestamp with time zone,AUDIT,,
outreach,bit_scores,dol_score,numeric,DATA,,
outreach,bit_scores,last_scored_at,timestamp with time zone,DATA,,
outreach,bit_scores,last_signal_at,timestamp with time zone,DATA,,
outreach,bit_scores,outreach_id,uuid,PK,PK,outreach.outreach(outreach_id)
outreach,bit_scores,people_score,numeric,DATA,,
outreach,bit_scores,score,numeric,DATA,,
outreach,bit_scores,score_tier,character varying,DATA,,
outreach,bit_scores,signal_count,integer,DATA,,
outreach,bit_scores,talent_flow_score,numeric,DATA,,
outreach,bit_scores,updated_at,timestamp with time zone,AUDIT,,
outreach,bit_scores_archive,archive_reason,text,DISCRIMINATOR,,
outreach,bit_scores_archive,archived_at,timestamp with time zone,AUDIT,,
outreach,bit_scores_archive,blog_score,numeric,DATA,,
outreach,bit_scores_archive,created_at,timestamp with time zone,AUDIT,,
outreach,bit_scores_archive,dol_score,numeric,DATA,,
outreach,bit_scores_archive,last_scored_at,timestamp with time zone,DATA,,
outreach,bit_scores_archive,last_signal_at,timestamp with time zone,DATA,,
outreach,bit_scores_archive,outreach_id,uuid,PK,PK,
outreach,bit_scores_archive,people_score,numeric,DATA,,
outreach,bit_scores_archive,score,numeric,DATA,,
outreach,bit_scores_archive,score_tier,character varying,DATA,,
outreach,bit_scores_archive,signal_count,integer,DATA,,
outreach,bit_scores_archive,talent_flow_score,numeric,DATA,,
outreach,bit_scores_archive,updated_at,timestamp with time zone,AUDIT,,
outreach,bit_signals,correlation_id,uuid,DATA,,
outreach,bit_signals,created_at,timestamp with time zone,AUDIT,,
outreach,bit_signals,decay_period_days,integer,DATA,,
outreach,bit_signals,decayed_impact,numeric,DATA,,
outreach,bit_signals,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,bit_signals,process_id,uuid,DATA,,
outreach,bit_signals,processed_at,timestamp with time zone,DATA,,
outreach,bit_signals,signal_id,uuid,PK,PK,
outreach,bit_signals,signal_impact,numeric,DATA,,
outreach,bit_signals,signal_metadata,jsonb,DATA,,
outreach,bit_signals,signal_source,character varying,DISCRIMINATOR,,
outreach,bit_signals,signal_timestamp,timestamp with time zone,DATA,,
outreach,bit_signals,signal_type,character varying,DISCRIMINATOR,,
outreach,bit_signals,source_spoke,character varying,DATA,,
outreach,blog,about_url,text,DATA,,
outreach,blog,blog_id,uuid,PK,PK,
outreach,blog,context_summary,text,DATA,,
outreach,blog,context_timestamp,timestamp with time zone,DATA,,
outreach,blog,created_at,timestamp with time zone,AUDIT,,
outreach,blog,extraction_method,text,DATA,,
outreach,blog,last_extracted_at,timestamp with time zone,DATA,,
outreach,blog,news_url,text,DATA,,
outreach,blog,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,blog,source_type,text,DATA,,
outreach,blog,source_type_enum,USER-DEFINED,DATA,,
outreach,blog,source_url,text,DATA,,
outreach,blog_archive,archive_reason,text,DISCRIMINATOR,,
outreach,blog_archive,archived_at,timestamp with time zone,AUDIT,,
outreach,blog_archive,blog_id,uuid,PK,PK,
outreach,blog_archive,context_summary,text,DATA,,
outreach,blog_archive,context_timestamp,timestamp with time zone,DATA,,
outreach,blog_archive,created_at,timestamp with time zone,AUDIT,,
outreach,blog_archive,outreach_id,uuid,CTB_PATH,,
outreach,blog_archive,source_type,text,DATA,,
outreach,blog_archive,source_type_enum,USER-DEFINED,DATA,,
outreach,blog_archive,source_url,text,DATA,,
outreach,blog_errors,blocking_reason,text,DATA,,
outreach,blog_errors,created_at,timestamp with time zone,AUDIT,,
outreach,blog_errors,error_id,uuid,PK,PK,
outreach,blog_errors,failure_code,character varying,DATA,,
outreach,blog_errors,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,blog_errors,pipeline_stage,character varying,DATA,,
outreach,blog_errors,process_id,uuid,DATA,,
outreach,blog_errors,raw_input,jsonb,DATA,,
outreach,blog_errors,requeue_attempts,integer,DATA,,
outreach,blog_errors,resolution_note,text,DATA,,
outreach,blog_errors,resolved_at,timestamp with time zone,DATA,,
outreach,blog_errors,retry_allowed,boolean,DATA,,
outreach,blog_errors,severity,character varying,DATA,,
outreach,blog_errors,stack_trace,text,DATA,,
outreach,blog_ingress_control,content_ttl_days,integer,DATA,,
outreach,blog_ingress_control,control_id,uuid,PK,PK,
outreach,blog_ingress_control,created_at,timestamp with time zone,AUDIT,,
outreach,blog_ingress_control,disabled_at,timestamp with time zone,DATA,,
outreach,blog_ingress_control,disabled_by,text,DATA,,
outreach,blog_ingress_control,enabled,boolean,DATA,,
outreach,blog_ingress_control,enabled_at,timestamp with time zone,DATA,,
outreach,blog_ingress_control,enabled_by,text,DATA,,
outreach,blog_ingress_control,max_urls_per_company,integer,DATA,,
outreach,blog_ingress_control,max_urls_per_hour,integer,DATA,,
outreach,blog_ingress_control,notes,text,DATA,,
outreach,blog_ingress_control,singleton_key,integer,DATA,,
outreach,blog_ingress_control,updated_at,timestamp with time zone,AUDIT,,
outreach,blog_ingress_control,url_ttl_days,integer,DATA,,
outreach,blog_source_history,checksum,text,DATA,,
outreach,blog_source_history,correlation_id,uuid,DATA,,
outreach,blog_source_history,created_at,timestamp with time zone,AUDIT,,
outreach,blog_source_history,first_seen_at,timestamp with time zone,DATA,,
outreach,blog_source_history,history_id,uuid,PK,PK,
outreach,blog_source_history,http_status,integer,OPERATIONAL,,
outreach,blog_source_history,last_checked_at,timestamp with time zone,DATA,,
outreach,blog_source_history,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,blog_source_history,process_id,uuid,DATA,,
outreach,blog_source_history,redirect_url,text,DATA,,
outreach,blog_source_history,source_type,character varying,DATA,,
outreach,blog_source_history,source_url,text,DATA,,
outreach,blog_source_history,status,character varying,OPERATIONAL,,
outreach,campaigns,campaign_id,uuid,PK,PK,
outreach,campaigns,campaign_name,character varying,DATA,,
outreach,campaigns,campaign_status,character varying,OPERATIONAL,,
outreach,campaigns,campaign_type,character varying,DATA,,
outreach,campaigns,created_at,timestamp with time zone,AUDIT,,
outreach,campaigns,created_by,character varying,DATA,,
outreach,campaigns,daily_send_limit,integer,DATA,,
outreach,campaigns,end_date,date,DATA,,
outreach,campaigns,start_date,date,DATA,,
outreach,campaigns,target_bit_score_min,integer,DATA,,
outreach,campaigns,target_outreach_state,character varying,OPERATIONAL,,
outreach,campaigns,total_clicked,integer,DATA,,
outreach,campaigns,total_opened,integer,DATA,,
outreach,campaigns,total_replied,integer,DATA,,
outreach,campaigns,total_send_limit,integer,DATA,,
outreach,campaigns,total_sent,integer,DATA,,
outreach,campaigns,total_targeted,integer,DATA,,
outreach,campaigns,updated_at,timestamp with time zone,AUDIT,,
outreach,column_registry,column_description,text,DATA,,
outreach,column_registry,column_format,character varying,DATA,,
outreach,column_registry,column_name,character varying,DATA,,
outreach,column_registry,column_unique_id,character varying,DATA,,
outreach,column_registry,created_at,timestamp with time zone,AUDIT,,
outreach,column_registry,default_value,text,DATA,,
outreach,column_registry,fk_reference,text,DATA,,
outreach,column_registry,is_nullable,boolean,OPERATIONAL,,
outreach,column_registry,registry_id,integer,PK,PK,
outreach,column_registry,schema_name,character varying,DATA,,
outreach,column_registry,table_name,character varying,DATA,,
outreach,column_registry,updated_at,timestamp with time zone,AUDIT,,
outreach,company_hub_status,company_unique_id,text,PK,PK,
outreach,company_hub_status,created_at,timestamp with time zone,AUDIT,,
outreach,company_hub_status,hub_id,character varying,PK,PK,outreach.hub_registry(hub_id)
outreach,company_hub_status,last_processed_at,timestamp with time zone,DATA,,
outreach,company_hub_status,metric_value,numeric,DATA,,
outreach,company_hub_status,status,USER-DEFINED,OPERATIONAL,,
outreach,company_hub_status,status_reason,text,DATA,,
outreach,company_hub_status,updated_at,timestamp with time zone,AUDIT,,
outreach,company_target,active_sequence_id,text,DATA,,
outreach,company_target,bit_score_snapshot,integer,DATA,,
outreach,company_target,city,character varying,DATA,,
outreach,company_target,company_unique_id,text,CTB_PATH,,
outreach,company_target,confidence_score,numeric,DATA,,
outreach,company_target,country,character varying,DATA,,
outreach,company_target,created_at,timestamp with time zone,AUDIT,,
outreach,company_target,data_year,integer,DATA,,
outreach,company_target,email_method,character varying,DATA,,
outreach,company_target,employees,integer,DATA,,
outreach,company_target,execution_status,character varying,OPERATIONAL,,
outreach,company_target,first_targeted_at,timestamp with time zone,DATA,,
outreach,company_target,imo_completed_at,timestamp with time zone,DATA,,
outreach,company_target,industry,character varying,DATA,,
outreach,company_target,is_catchall,boolean,OPERATIONAL,,
outreach,company_target,last_targeted_at,timestamp with time zone,DATA,,
outreach,company_target,method_type,character varying,DATA,,
outreach,company_target,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,company_target,outreach_status,text,OPERATIONAL,,
outreach,company_target,postal_code,character varying,DATA,,
outreach,company_target,sequence_count,integer,DATA,,
outreach,company_target,source,text,DATA,,
outreach,company_target,state,character varying,OPERATIONAL,,
outreach,company_target,target_id,uuid,PK,PK,
outreach,company_target,updated_at,timestamp with time zone,AUDIT,,
outreach,company_target_archive,active_sequence_id,text,DATA,,
outreach,company_target_archive,archive_reason,text,DISCRIMINATOR,,
outreach,company_target_archive,archived_at,timestamp with time zone,AUDIT,,
outreach,company_target_archive,bit_score_snapshot,integer,DATA,,
outreach,company_target_archive,company_unique_id,text,CTB_PATH,,
outreach,company_target_archive,confidence_score,numeric,DATA,,
outreach,company_target_archive,created_at,timestamp with time zone,AUDIT,,
outreach,company_target_archive,email_method,character varying,DATA,,
outreach,company_target_archive,execution_status,character varying,OPERATIONAL,,
outreach,company_target_archive,first_targeted_at,timestamp with time zone,DATA,,
outreach,company_target_archive,imo_completed_at,timestamp with time zone,DATA,,
outreach,company_target_archive,is_catchall,boolean,OPERATIONAL,,
outreach,company_target_archive,last_targeted_at,timestamp with time zone,DATA,,
outreach,company_target_archive,method_type,character varying,DATA,,
outreach,company_target_archive,outreach_id,uuid,CTB_PATH,,
outreach,company_target_archive,outreach_status,text,OPERATIONAL,,
outreach,company_target_archive,sequence_count,integer,DATA,,
outreach,company_target_archive,source,text,DATA,,
outreach,company_target_archive,target_id,uuid,PK,PK,
outreach,company_target_archive,updated_at,timestamp with time zone,AUDIT,,
outreach,company_target_errors,archived_at,timestamp with time zone,AUDIT,,
outreach,company_target_errors,blocking_reason,text,DATA,,
outreach,company_target_errors,created_at,timestamp with time zone,AUDIT,,
outreach,company_target_errors,disposition,USER-DEFINED,DATA,,
outreach,company_target_errors,error_id,uuid,PK,PK,
outreach,company_target_errors,error_type,character varying,DISCRIMINATOR,,
outreach,company_target_errors,escalated_at,timestamp with time zone,DATA,,
outreach,company_target_errors,escalation_level,integer,DATA,,
outreach,company_target_errors,failure_code,character varying,DATA,,
outreach,company_target_errors,imo_stage,character varying,DATA,,
outreach,company_target_errors,last_retry_at,timestamp with time zone,DATA,,
outreach,company_target_errors,max_retries,integer,DATA,,
outreach,company_target_errors,next_retry_at,timestamp with time zone,DATA,,
outreach,company_target_errors,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,company_target_errors,park_reason,text,DATA,,
outreach,company_target_errors,parked_at,timestamp with time zone,DATA,,
outreach,company_target_errors,parked_by,text,DATA,,
outreach,company_target_errors,pipeline_stage,character varying,DATA,,
outreach,company_target_errors,raw_input,jsonb,DATA,,
outreach,company_target_errors,requeue_attempts,integer,DATA,,
outreach,company_target_errors,resolution_note,text,DATA,,
outreach,company_target_errors,resolved_at,timestamp with time zone,DATA,,
outreach,company_target_errors,retry_allowed,boolean,DATA,,
outreach,company_target_errors,retry_count,integer,DATA,,
outreach,company_target_errors,retry_exhausted,boolean,DATA,,
outreach,company_target_errors,severity,character varying,DATA,,
outreach,company_target_errors,stack_trace,text,DATA,,
outreach,company_target_errors,ttl_tier,USER-DEFINED,DATA,,
outreach,company_target_errors_archive,archive_reason,text,DISCRIMINATOR,,
outreach,company_target_errors_archive,archived_at,timestamp with time zone,AUDIT,,
outreach,company_target_errors_archive,archived_by,text,DATA,,
outreach,company_target_errors_archive,blocking_reason,text,DATA,,
outreach,company_target_errors_archive,created_at,timestamp with time zone,AUDIT,,
outreach,company_target_errors_archive,disposition,USER-DEFINED,DATA,,
outreach,company_target_errors_archive,error_id,uuid,PK,PK,
outreach,company_target_errors_archive,escalated_at,timestamp with time zone,DATA,,
outreach,company_target_errors_archive,escalation_level,integer,DATA,,
outreach,company_target_errors_archive,failure_code,character varying,DATA,,
outreach,company_target_errors_archive,final_disposition,USER-DEFINED,DATA,,
outreach,company_target_errors_archive,imo_stage,character varying,DATA,,
outreach,company_target_errors_archive,last_retry_at,timestamp with time zone,DATA,,
outreach,company_target_errors_archive,max_retries,integer,DATA,,
outreach,company_target_errors_archive,outreach_id,uuid,CTB_PATH,,
outreach,company_target_errors_archive,park_reason,text,DATA,,
outreach,company_target_errors_archive,parked_at,timestamp with time zone,DATA,,
outreach,company_target_errors_archive,parked_by,text,DATA,,
outreach,company_target_errors_archive,pipeline_stage,character varying,DATA,,
outreach,company_target_errors_archive,raw_input,jsonb,DATA,,
outreach,company_target_errors_archive,resolution_note,text,DATA,,
outreach,company_target_errors_archive,resolved_at,timestamp with time zone,DATA,,
outreach,company_target_errors_archive,retention_expires_at,timestamp with time zone,DATA,,
outreach,company_target_errors_archive,retry_allowed,boolean,DATA,,
outreach,company_target_errors_archive,retry_count,integer,DATA,,
outreach,company_target_errors_archive,retry_exhausted,boolean,DATA,,
outreach,company_target_errors_archive,severity,character varying,DATA,,
outreach,company_target_errors_archive,stack_trace,text,DATA,,
outreach,company_target_errors_archive,ttl_tier,USER-DEFINED,DATA,,
outreach,company_target_orphaned_archive,active_sequence_id,text,DATA,,
outreach,company_target_orphaned_archive,archive_reason,text,DISCRIMINATOR,,
outreach,company_target_orphaned_archive,archived_at,timestamp with time zone,PK,PK,
outreach,company_target_orphaned_archive,bit_score_snapshot,integer,DATA,,
outreach,company_target_orphaned_archive,city,character varying,DATA,,
outreach,company_target_orphaned_archive,company_unique_id,text,CTB_PATH,,
outreach,company_target_orphaned_archive,confidence_score,numeric,DATA,,
outreach,company_target_orphaned_archive,country,character varying,DATA,,
outreach,company_target_orphaned_archive,created_at,timestamp with time zone,AUDIT,,
outreach,company_target_orphaned_archive,data_year,integer,DATA,,
outreach,company_target_orphaned_archive,domain,character varying,DATA,,
outreach,company_target_orphaned_archive,email_method,character varying,DATA,,
outreach,company_target_orphaned_archive,employees,integer,DATA,,
outreach,company_target_orphaned_archive,execution_status,character varying,OPERATIONAL,,
outreach,company_target_orphaned_archive,first_targeted_at,timestamp with time zone,DATA,,
outreach,company_target_orphaned_archive,imo_completed_at,timestamp with time zone,DATA,,
outreach,company_target_orphaned_archive,industry,character varying,DATA,,
outreach,company_target_orphaned_archive,is_catchall,boolean,OPERATIONAL,,
outreach,company_target_orphaned_archive,last_targeted_at,timestamp with time zone,DATA,,
outreach,company_target_orphaned_archive,method_type,character varying,DATA,,
outreach,company_target_orphaned_archive,outreach_id,uuid,CTB_PATH,,
outreach,company_target_orphaned_archive,outreach_status,text,OPERATIONAL,,
outreach,company_target_orphaned_archive,postal_code,character varying,DATA,,
outreach,company_target_orphaned_archive,sequence_count,integer,DATA,,
outreach,company_target_orphaned_archive,source,text,DATA,,
outreach,company_target_orphaned_archive,sovereign_id,uuid,DATA,,
outreach,company_target_orphaned_archive,state,character varying,OPERATIONAL,,
outreach,company_target_orphaned_archive,target_id,uuid,PK,PK,
outreach,company_target_orphaned_archive,updated_at,timestamp with time zone,AUDIT,,
outreach,ctb_audit_log,audit_id,integer,PK,PK,
outreach,ctb_audit_log,ctb_merged_at,timestamp with time zone,AUDIT,,
outreach,ctb_audit_log,log_data,jsonb,DATA,,
outreach,ctb_audit_log,original_created_at,timestamp with time zone,DATA,,
outreach,ctb_audit_log,original_id,text,DATA,,
outreach,ctb_audit_log,source_hub,character varying,DISCRIMINATOR,,
outreach,ctb_audit_log,source_table,character varying,DATA,,
outreach,ctb_queue,company_unique_id,text,CTB_PATH,,
outreach,ctb_queue,ctb_merged_at,timestamp with time zone,AUDIT,,
outreach,ctb_queue,original_created_at,timestamp with time zone,DATA,,
outreach,ctb_queue,priority,integer,DATA,,
outreach,ctb_queue,queue_data,jsonb,DATA,,
outreach,ctb_queue,queue_id,integer,PK,PK,
outreach,ctb_queue,queue_type,character varying,DISCRIMINATOR,,
outreach,ctb_queue,source_table,character varying,DATA,,
outreach,ctb_queue,status,character varying,OPERATIONAL,,
outreach,dol,broker_or_advisor,text,DATA,,
outreach,dol,carrier,text,DATA,,
outreach,dol,created_at,timestamp with time zone,AUDIT,,
outreach,dol,dol_id,uuid,PK,PK,
outreach,dol,ein,text,DATA,,
outreach,dol,filing_present,boolean,DATA,,
outreach,dol,funding_type,text,DATA,,
outreach,dol,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,dol,updated_at,timestamp with time zone,AUDIT,,
outreach,dol,url_enrichment_data,jsonb,DATA,,
outreach,dol_archive,archive_reason,text,DISCRIMINATOR,,
outreach,dol_archive,archived_at,timestamp with time zone,AUDIT,,
outreach,dol_archive,broker_or_advisor,text,DATA,,
outreach,dol_archive,carrier,text,DATA,,
outreach,dol_archive,created_at,timestamp with time zone,AUDIT,,
outreach,dol_archive,dol_id,uuid,PK,PK,
outreach,dol_archive,ein,text,DATA,,
outreach,dol_archive,filing_present,boolean,DATA,,
outreach,dol_archive,funding_type,text,DATA,,
outreach,dol_archive,outreach_id,uuid,CTB_PATH,,
outreach,dol_archive,updated_at,timestamp with time zone,AUDIT,,
outreach,dol_audit_log,attempted,boolean,DATA,,
outreach,dol_audit_log,company_id,text,DATA,,
outreach,dol_audit_log,created_at,timestamp with time zone,AUDIT,,
outreach,dol_audit_log,ein,text,DATA,,
outreach,dol_audit_log,fail_reason,text,DATA,,
outreach,dol_audit_log,log_id,integer,PK,PK,
outreach,dol_audit_log,outcome,text,DATA,,
outreach,dol_audit_log,run_id,text,DATA,,
outreach,dol_audit_log,state,text,OPERATIONAL,,
outreach,dol_errors,archived_at,timestamp with time zone,AUDIT,,
outreach,dol_errors,blocking_reason,text,DATA,,
outreach,dol_errors,created_at,timestamp with time zone,AUDIT,,
outreach,dol_errors,disposition,USER-DEFINED,DATA,,
outreach,dol_errors,error_id,uuid,PK,PK,
outreach,dol_errors,escalated_at,timestamp with time zone,DATA,,
outreach,dol_errors,escalation_level,integer,DATA,,
outreach,dol_errors,failure_code,character varying,DATA,,
outreach,dol_errors,last_retry_at,timestamp with time zone,DATA,,
outreach,dol_errors,max_retries,integer,DATA,,
outreach,dol_errors,next_retry_at,timestamp with time zone,DATA,,
outreach,dol_errors,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,dol_errors,park_reason,text,DATA,,
outreach,dol_errors,parked_at,timestamp with time zone,DATA,,
outreach,dol_errors,parked_by,text,DATA,,
outreach,dol_errors,pipeline_stage,character varying,DATA,,
outreach,dol_errors,raw_input,jsonb,DATA,,
outreach,dol_errors,requeue_attempts,integer,DATA,,
outreach,dol_errors,resolution_note,text,DATA,,
outreach,dol_errors,resolved_at,timestamp with time zone,DATA,,
outreach,dol_errors,retry_allowed,boolean,DATA,,
outreach,dol_errors,retry_count,integer,DATA,,
outreach,dol_errors,retry_exhausted,boolean,DATA,,
outreach,dol_errors,severity,character varying,DATA,,
