schema,table,column,data_type,classification,is_pk,fk_references
outreach,dol_errors,stack_trace,text,DATA,,
outreach,dol_errors,ttl_tier,USER-DEFINED,DATA,,
outreach,dol_errors_archive,archive_reason,text,DISCRIMINATOR,,
outreach,dol_errors_archive,archived_at,timestamp with time zone,AUDIT,,
outreach,dol_errors_archive,archived_by,text,DATA,,
outreach,dol_errors_archive,blocking_reason,text,DATA,,
outreach,dol_errors_archive,created_at,timestamp with time zone,AUDIT,,
outreach,dol_errors_archive,disposition,USER-DEFINED,DATA,,
outreach,dol_errors_archive,error_id,uuid,PK,PK,
outreach,dol_errors_archive,escalated_at,timestamp with time zone,DATA,,
outreach,dol_errors_archive,escalation_level,integer,DATA,,
outreach,dol_errors_archive,failure_code,character varying,DATA,,
outreach,dol_errors_archive,final_disposition,USER-DEFINED,DATA,,
outreach,dol_errors_archive,last_retry_at,timestamp with time zone,DATA,,
outreach,dol_errors_archive,max_retries,integer,DATA,,
outreach,dol_errors_archive,outreach_id,uuid,CTB_PATH,,
outreach,dol_errors_archive,park_reason,text,DATA,,
outreach,dol_errors_archive,parked_at,timestamp with time zone,DATA,,
outreach,dol_errors_archive,parked_by,text,DATA,,
outreach,dol_errors_archive,pipeline_stage,character varying,DATA,,
outreach,dol_errors_archive,raw_input,jsonb,DATA,,
outreach,dol_errors_archive,resolution_note,text,DATA,,
outreach,dol_errors_archive,resolved_at,timestamp with time zone,DATA,,
outreach,dol_errors_archive,retention_expires_at,timestamp with time zone,DATA,,
outreach,dol_errors_archive,retry_allowed,boolean,DATA,,
outreach,dol_errors_archive,retry_count,integer,DATA,,
outreach,dol_errors_archive,retry_exhausted,boolean,DATA,,
outreach,dol_errors_archive,severity,character varying,DATA,,
outreach,dol_errors_archive,stack_trace,text,DATA,,
outreach,dol_errors_archive,ttl_tier,USER-DEFINED,DATA,,
outreach,dol_url_enrichment,city,text,DATA,,
outreach,dol_url_enrichment,confidence,character varying,DATA,,
outreach,dol_url_enrichment,created_at,timestamp with time zone,AUDIT,,
outreach,dol_url_enrichment,dba_name,text,DATA,,
outreach,dol_url_enrichment,ein,character varying,DATA,,
outreach,dol_url_enrichment,enriched_url,text,DATA,,
outreach,dol_url_enrichment,id,uuid,PK,PK,
outreach,dol_url_enrichment,legal_name,text,DATA,,
outreach,dol_url_enrichment,match_status,character varying,OPERATIONAL,,
outreach,dol_url_enrichment,matched_company_unique_id,text,DATA,,
outreach,dol_url_enrichment,participants,integer,DATA,,
outreach,dol_url_enrichment,search_query,text,DATA,,
outreach,dol_url_enrichment,state,character varying,OPERATIONAL,,
outreach,dol_url_enrichment,zip,character varying,DATA,,
outreach,engagement_events,company_unique_id,text,CTB_PATH,,
outreach,engagement_events,created_at,timestamp with time zone,AUDIT,,
outreach,engagement_events,event_hash,character varying,DATA,,
outreach,engagement_events,event_id,uuid,PK,PK,
outreach,engagement_events,event_subtype,text,DATA,,
outreach,engagement_events,event_ts,timestamp with time zone,DATA,,
outreach,engagement_events,event_type,USER-DEFINED,DATA,,
outreach,engagement_events,is_duplicate,boolean,OPERATIONAL,,
outreach,engagement_events,is_processed,boolean,OPERATIONAL,,
outreach,engagement_events,metadata,jsonb,DATA,,
outreach,engagement_events,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,engagement_events,person_id,uuid,FK,,outreach.people(person_id)
outreach,engagement_events,processed_at,timestamp with time zone,DATA,,
outreach,engagement_events,source_campaign_id,text,DATA,,
outreach,engagement_events,source_email_id,text,DATA,,
outreach,engagement_events,source_system,text,DATA,,
outreach,engagement_events,target_id,uuid,FK,,outreach.company_target(target_id)
outreach,engagement_events,transition_to_state,USER-DEFINED,OPERATIONAL,,
outreach,engagement_events,triggered_transition,boolean,DATA,,
outreach,entity_resolution_queue,candidate_city,text,DATA,,
outreach,entity_resolution_queue,candidate_ein,character varying,DATA,,
outreach,entity_resolution_queue,candidate_name,text,DATA,,
outreach,entity_resolution_queue,candidate_state,character varying,OPERATIONAL,,
outreach,entity_resolution_queue,candidate_zip,character varying,DATA,,
outreach,entity_resolution_queue,clay_domain,text,DATA,,
outreach,entity_resolution_queue,company_unique_id,text,CTB_PATH,,
outreach,entity_resolution_queue,created_at,timestamp with time zone,AUDIT,,
outreach,entity_resolution_queue,id,uuid,PK,PK,
outreach,entity_resolution_queue,match_score,numeric,DATA,,
outreach,entity_resolution_queue,match_tier,character varying,DATA,,
outreach,entity_resolution_queue,queue_type,character varying,DISCRIMINATOR,,
outreach,entity_resolution_queue,resolution_method,text,DATA,,
outreach,entity_resolution_queue,resolution_status,character varying,OPERATIONAL,,
outreach,entity_resolution_queue,resolved_at,timestamp with time zone,DATA,,
outreach,hub_registry,classification,character varying,DATA,,
outreach,hub_registry,core_metric,character varying,DATA,,
outreach,hub_registry,created_at,timestamp with time zone,AUDIT,,
outreach,hub_registry,description,text,DATA,,
outreach,hub_registry,doctrine_id,character varying,DATA,,
outreach,hub_registry,gates_completion,boolean,DATA,,
outreach,hub_registry,hub_id,character varying,PK,PK,
outreach,hub_registry,hub_name,character varying,DATA,,
outreach,hub_registry,metric_critical_threshold,numeric,DATA,,
outreach,hub_registry,metric_healthy_threshold,numeric,DATA,,
outreach,hub_registry,updated_at,timestamp with time zone,AUDIT,,
outreach,hub_registry,waterfall_order,integer,DATA,,
outreach,manual_overrides,company_unique_id,text,CTB_PATH,,
outreach,manual_overrides,created_at,timestamp with time zone,AUDIT,,
outreach,manual_overrides,created_by,text,DATA,,
outreach,manual_overrides,deactivated_at,timestamp with time zone,DATA,,
outreach,manual_overrides,deactivated_by,text,DATA,,
outreach,manual_overrides,deactivation_reason,text,DATA,,
outreach,manual_overrides,expires_at,timestamp with time zone,DATA,,
outreach,manual_overrides,is_active,boolean,OPERATIONAL,,
outreach,manual_overrides,metadata,jsonb,DATA,,
outreach,manual_overrides,override_id,uuid,PK,PK,
outreach,manual_overrides,override_type,USER-DEFINED,DATA,,
outreach,manual_overrides,reason,text,DATA,,
outreach,mv_credit_usage,cost_estimate,numeric,DATA,,
outreach,mv_credit_usage,created_at,timestamp with time zone,AUDIT,,
outreach,mv_credit_usage,credits_used,integer,DATA,,
outreach,mv_credit_usage,id,integer,PK,PK,
outreach,mv_credit_usage,updated_at,timestamp with time zone,AUDIT,,
outreach,mv_credit_usage,usage_date,date,DATA,,
outreach,outreach,created_at,timestamp with time zone,AUDIT,,
outreach,outreach,domain,character varying,DATA,,
outreach,outreach,ein,character varying,DATA,,
outreach,outreach,has_appointment,boolean,OPERATIONAL,,
outreach,outreach,outreach_id,uuid,PK,PK,
outreach,outreach,sovereign_id,uuid,DATA,,
outreach,outreach,updated_at,timestamp with time zone,AUDIT,,
outreach,outreach_archive,archive_reason,text,DISCRIMINATOR,,
outreach,outreach_archive,archived_at,timestamp with time zone,AUDIT,,
outreach,outreach_archive,created_at,timestamp with time zone,AUDIT,,
outreach,outreach_archive,domain,character varying,DATA,,
outreach,outreach_archive,outreach_id,uuid,PK,PK,
outreach,outreach_archive,sovereign_id,uuid,DATA,,
outreach,outreach_archive,updated_at,timestamp with time zone,AUDIT,,
outreach,outreach_errors,company_unique_id,text,CTB_PATH,,
outreach,outreach_errors,created_at,timestamp with time zone,AUDIT,,
outreach,outreach_errors,details,text,DATA,,
outreach,outreach_errors,error_id,uuid,PK,PK,
outreach,outreach_errors,failure_code,text,DATA,,
outreach,outreach_errors,outreach_id,text,CTB_PATH,,
outreach,outreach_errors,pipeline_stage,text,DATA,,
outreach,outreach_errors,run_id,text,DATA,,
outreach,outreach_excluded,cl_status,text,OPERATIONAL,,
outreach,outreach_excluded,company_name,text,DATA,,
outreach,outreach_excluded,created_at,timestamp with time zone,AUDIT,,
outreach,outreach_excluded,domain,text,DATA,,
outreach,outreach_excluded,excluded_at,timestamp with time zone,DATA,,
outreach,outreach_excluded,excluded_by,text,DATA,,
outreach,outreach_excluded,exclusion_reason,text,DATA,,
outreach,outreach_excluded,outreach_id,uuid,PK,PK,
outreach,outreach_excluded,sovereign_id,uuid,DATA,,
outreach,outreach_excluded,updated_at,timestamp with time zone,AUDIT,,
outreach,outreach_legacy_quarantine,original_created_at,timestamp with time zone,DATA,,
outreach,outreach_legacy_quarantine,outreach_id,uuid,PK,PK,
outreach,outreach_legacy_quarantine,quarantine_reason,text,DATA,,
outreach,outreach_legacy_quarantine,quarantined_at,timestamp with time zone,DATA,,
outreach,outreach_legacy_quarantine,sovereign_id,uuid,DATA,,
outreach,outreach_orphan_archive,archive_reason,character varying,DISCRIMINATOR,,
outreach,outreach_orphan_archive,archived_at,timestamp with time zone,AUDIT,,
outreach,outreach_orphan_archive,created_at,timestamp with time zone,AUDIT,,
outreach,outreach_orphan_archive,domain,character varying,DATA,,
outreach,outreach_orphan_archive,outreach_id,uuid,PK,PK,
outreach,outreach_orphan_archive,sovereign_id,uuid,DATA,,
outreach,outreach_orphan_archive,updated_at,timestamp with time zone,AUDIT,,
outreach,override_audit_log,action,text,DATA,,
outreach,override_audit_log,audit_id,uuid,PK,PK,
outreach,override_audit_log,company_unique_id,text,CTB_PATH,,
outreach,override_audit_log,new_value,jsonb,DATA,,
outreach,override_audit_log,old_value,jsonb,DATA,,
outreach,override_audit_log,override_id,uuid,DATA,,
outreach,override_audit_log,override_type,USER-DEFINED,DATA,,
outreach,override_audit_log,performed_at,timestamp with time zone,DATA,,
outreach,override_audit_log,performed_by,text,DATA,,
outreach,people,company_unique_id,text,CTB_PATH,,
outreach,people,contact_status,text,OPERATIONAL,,
outreach,people,created_at,timestamp with time zone,AUDIT,,
outreach,people,current_bit_score,integer,DATA,,
outreach,people,email,text,DATA,,
outreach,people,email_click_count,integer,DATA,,
outreach,people,email_open_count,integer,DATA,,
outreach,people,email_reply_count,integer,DATA,,
outreach,people,email_verified,boolean,DATA,,
outreach,people,email_verified_at,timestamp with time zone,DATA,,
outreach,people,funnel_membership,USER-DEFINED,DATA,,
outreach,people,last_event_ts,timestamp with time zone,DATA,,
outreach,people,last_state_change_ts,timestamp with time zone,DATA,,
outreach,people,lifecycle_state,USER-DEFINED,OPERATIONAL,,
outreach,people,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,people,person_id,uuid,PK,PK,
outreach,people,slot_type,text,DATA,,
outreach,people,source,text,DATA,,
outreach,people,target_id,uuid,FK,,outreach.company_target(target_id)
outreach,people,updated_at,timestamp with time zone,AUDIT,,
outreach,people_archive,archive_reason,text,DISCRIMINATOR,,
outreach,people_archive,archived_at,timestamp with time zone,AUDIT,,
outreach,people_archive,company_unique_id,text,CTB_PATH,,
outreach,people_archive,contact_status,text,OPERATIONAL,,
outreach,people_archive,created_at,timestamp with time zone,AUDIT,,
outreach,people_archive,current_bit_score,integer,DATA,,
outreach,people_archive,email,text,DATA,,
outreach,people_archive,email_click_count,integer,DATA,,
outreach,people_archive,email_open_count,integer,DATA,,
outreach,people_archive,email_reply_count,integer,DATA,,
outreach,people_archive,email_verified,boolean,DATA,,
outreach,people_archive,email_verified_at,timestamp with time zone,DATA,,
outreach,people_archive,funnel_membership,USER-DEFINED,DATA,,
outreach,people_archive,last_event_ts,timestamp with time zone,DATA,,
outreach,people_archive,last_state_change_ts,timestamp with time zone,DATA,,
outreach,people_archive,lifecycle_state,USER-DEFINED,OPERATIONAL,,
outreach,people_archive,outreach_id,uuid,CTB_PATH,,
outreach,people_archive,person_id,uuid,PK,PK,
outreach,people_archive,slot_type,text,DATA,,
outreach,people_archive,source,text,DATA,,
outreach,people_archive,target_id,uuid,CTB_PATH,,
outreach,people_archive,updated_at,timestamp with time zone,AUDIT,,
outreach,people_errors,blocking_reason,text,DATA,,
outreach,people_errors,created_at,timestamp with time zone,AUDIT,,
outreach,people_errors,error_id,uuid,PK,PK,
outreach,people_errors,failure_code,character varying,DATA,,
outreach,people_errors,outreach_id,uuid,FK,,outreach.outreach(outreach_id)
outreach,people_errors,pipeline_stage,character varying,DATA,,
outreach,people_errors,raw_input,jsonb,DATA,,
outreach,people_errors,requeue_attempts,integer,DATA,,
outreach,people_errors,resolution_note,text,DATA,,
outreach,people_errors,resolved_at,timestamp with time zone,DATA,,
outreach,people_errors,retry_allowed,boolean,DATA,,
outreach,people_errors,severity,character varying,DATA,,
outreach,people_errors,stack_trace,text,DATA,,
outreach,pipeline_audit_log,company_unique_id,text,CTB_PATH,,
outreach,pipeline_audit_log,created_at,timestamp with time zone,AUDIT,,
outreach,pipeline_audit_log,failure_code,text,DATA,,
outreach,pipeline_audit_log,hub,text,DATA,,
outreach,pipeline_audit_log,log_id,integer,PK,PK,
outreach,pipeline_audit_log,outcome,text,DATA,,
outreach,pipeline_audit_log,outreach_id,text,CTB_PATH,,
outreach,pipeline_audit_log,run_id,text,DATA,,
outreach,pipeline_audit_log,source_hub,character varying,DISCRIMINATOR,,
outreach,send_log,bounced_at,timestamp with time zone,DATA,,
outreach,send_log,campaign_id,uuid,FK,,outreach.campaigns(campaign_id)
outreach,send_log,click_count,integer,DATA,,
outreach,send_log,clicked_at,timestamp with time zone,DATA,,
outreach,send_log,company_unique_id,text,CTB_PATH,,
outreach,send_log,created_at,timestamp with time zone,AUDIT,,
outreach,send_log,delivered_at,timestamp with time zone,DATA,,
outreach,send_log,email_subject,text,DATA,,
outreach,send_log,email_to,character varying,DATA,,
outreach,send_log,error_message,text,DATA,,
outreach,send_log,external_id,character varying,DATA,,
outreach,send_log,open_count,integer,DATA,,
outreach,send_log,opened_at,timestamp with time zone,DATA,,
outreach,send_log,person_id,uuid,FK,,outreach.people(person_id)
outreach,send_log,replied_at,timestamp with time zone,DATA,,
outreach,send_log,retry_count,integer,DATA,,
outreach,send_log,scheduled_at,timestamp with time zone,DATA,,
outreach,send_log,send_id,uuid,PK,PK,
outreach,send_log,send_status,character varying,OPERATIONAL,,
outreach,send_log,sent_at,timestamp with time zone,DATA,,
outreach,send_log,sequence_id,uuid,FK,,outreach.sequences(sequence_id)
outreach,send_log,sequence_step,integer,DATA,,
outreach,send_log,source_system,character varying,DATA,,
outreach,send_log,target_id,uuid,FK,,outreach.company_target(target_id)
outreach,send_log,updated_at,timestamp with time zone,AUDIT,,
outreach,sequences,body_template,text,DATA,,
outreach,sequences,campaign_id,uuid,FK,,outreach.campaigns(campaign_id)
outreach,sequences,created_at,timestamp with time zone,AUDIT,,
outreach,sequences,delay_days,integer,DATA,,
outreach,sequences,delay_hours,integer,DATA,,
